X,Y,LabSampleId,SiteCode,CocSampleId,SampleType,LabName,LabJobName,Matrix,CollectionDate,AnalysisMethod,DilutionFactor,AnalysisDate,Duplicate,Unit,Watershed,Waterbody,LocationCode,HUC10,HUC8,Project,Description,AdditionalDescription,VisitID,SampleDepth,Longitude,Latitude,CAS307244_PFHxA,CAS307244_PFHxAFlag,CAS307244_PFHxAMdl,CAS307244_PFHxARl,CAS307551_PFDoA,CAS307551_PFDoAFlag,CAS307551_PFDoAMdl,CAS307551_PFDoARl,CAS335671_PFOA,CAS335671_PFOAFlag,CAS335671_PFOAMdl,CAS335671_PFOARl,CAS335762_PFDA,CAS335762_PFDAFlag,CAS335762_PFDAMdl,CAS335762_PFDARl,CAS335773_PFDS,CAS335773_PFDSFlag,CAS335773_PFDSMdl,CAS335773_PFDSRl,CAS355464_PFHxS,CAS355464_PFHxSFlag,CAS355464_PFHxSMdl,CAS355464_PFHxSRl,CAS356025_33FTCA,CAS356025_33FTCAFlag,CAS356025_33FTCAMdl,CAS356025_33FTCARl,CAS375224_PFBA,CAS375224_PFBAFlag,CAS375224_PFBAMdl,CAS375224_PFBARl,CAS375735_PFBS,CAS375735_PFBSFlag,CAS375735_PFBSMdl,CAS375735_PFBSRl,CAS375859_PFHpA,CAS375859_PFHpAFlag,CAS375859_PFHpAMdl,CAS375859_PFHpARl,CAS375928_PFHpS,CAS375928_PFHpSFlag,CAS375928_PFHpSMdl,CAS375928_PFHpSRl,CAS375951_PFNA,CAS375951_PFNAFlag,CAS375951_PFNAMdl,CAS375951_PFNARl,CAS376067_PFTeA,CAS376067_PFTeAFlag,CAS376067_PFTeAMdl,CAS376067_PFTeARl,CAS646833_PFecHS,CAS646833_PFecHSFlag,CAS646833_PFecHSMdl,CAS646833_PFecHSRl,CAS754916_PFOSA,CAS754916_PFOSAFlag,CAS754916_PFOSAMdl,CAS754916_PFOSARl,CAS812704_73FTCA,CAS812704_73FTCAFlag,CAS812704_73FTCAMdl,CAS812704_73FTCARl,CAS1763231_PFOS,CAS1763231_PFOSFlag,CAS1763231_PFOSMdl,CAS1763231_PFOSRl,CAS2058948_PFUnA,CAS2058948_PFUnAFlag,CAS2058948_PFUnAMdl,CAS2058948_PFUnARl,CAS2355319_NMeFOSAA,CAS2355319_NMeFOSAAFlag,CAS2355319_NMeFOSAAMdl,CAS2355319_NMeFOSAARl,CAS2706903_PFPeA,CAS2706903_PFPeAFlag,CAS2706903_PFPeAMdl,CAS2706903_PFPeARl,CAS2706914_PFPeS,CAS2706914_PFPeSFlag,CAS2706914_PFPeSMdl,CAS2706914_PFPeSRl,CAS2991506_NEtFOSAA,CAS2991506_NEtFOSAAFlag,CAS2991506_NEtFOSAAMdl,CAS2991506_NEtFOSAARl,CAS13252136_GenX,CAS13252136_GenXFlag,CAS13252136_GenXMdl,CAS13252136_GenXRl,CAS16517116_PFODA,CAS16517116_PFODAFlag,CAS16517116_PFODAMdl,CAS16517116_PFODARl,CAS27619972_62FTS,CAS27619972_62FTSFlag,CAS27619972_62FTSMdl,CAS27619972_62FTSRl,CAS30334691_PFBSA,CAS30334691_PFBSAFlag,CAS30334691_PFBSAMdl,CAS30334691_PFBSARl,CAS39108344_82FTS,CAS39108344_82FTSFlag,CAS39108344_82FTSMdl,CAS39108344_82FTSRl,CAS41997131_PFHxSA,CAS41997131_PFHxSAFlag,CAS41997131_PFHxSAMdl,CAS41997131_PFHxSARl,CAS67905195_PFHxDA,CAS67905195_PFHxDAFlag,CAS67905195_PFHxDAMdl,CAS67905195_PFHxDARl,CAS68259121_PFNS,CAS68259121_PFNSFlag,CAS68259121_PFNSMdl,CAS68259121_PFNSRl,CAS72629948_PFTriA,CAS72629948_PFTriAFlag,CAS72629948_PFTriAMdl,CAS72629948_PFTriARl,CAS756426581_F53BMajor,CAS756426581_F53BMajorFlag,CAS756426581_F53BMajorMdl,CAS756426581_F53BMajorRl,CAS757124724_42FTS,CAS757124724_42FTSFlag,CAS757124724_42FTSMdl,CAS757124724_42FTSRl,CAS763051929_F53BMinor,CAS763051929_F53BMinorFlag,CAS763051929_F53BMinorMdl,CAS763051929_F53BMinorRl,CAS914637493_53FTCA,CAS914637493_53FTCAFlag,CAS914637493_53FTCAMdl,CAS914637493_53FTCARl,CAS919005144_ADONA,CAS919005144_ADONAFlag,CAS919005144_ADONAMdl,CAS919005144_ADONARl,GlobalID,OBJECTID
-88.6182070521108,47.0507512988334,PR-0020,28-PR-0040,PR-0020,,Vista Analytical,2107128,H20,2021/07/10 00:00:00+00,EPA-537M,1,2021/08/17 00:00:00+00,1,ng/L,Keweenaw Peninsula,Pilgrim River,PR-0040,0402010303,04020103,Investigative,Onkalos Corner Rd,,2021215,,-88.61820705,47.0507513,1.01,K,1.01,4.03,1.01,K,1.01,4.03,1.01,K,1.01,4.03,1.01,K,1.01,4.03,1.01,K,1.01,4.03,1.01,K,1.01,4.03,,,,,1.01,K,1.01,4.03,1.01,K,1.01,4.03,1.01,K,1.01,4.03,1.01,K,1.01,4.03,1.01,K,1.01,4.03,1.01,K,1.01,4.03,1.01,K,1.01,4.03,1.01,K,1.01,4.03,,,,,1.01,K,1.01,4.03,1.01,K,1.01,4.03,1.01,K,1.01,4.03,1.01,K,1.01,4.03,1.01,K,1.01,4.03,1.01,K,1.01,4.03,1.01,K,1.01,4.03,,,,,1.01,K,1.01,4.03,,,,,1.01,K,1.01,4.03,,,,,,,,,1.01,K,1.01,4.03,1.01,K,1.01,4.03,1.01,K,1.01,4.03,1.01,K,1.01,4.03,1.01,K,1.01,4.03,,,,,1.01,K,1.01,4.03,{17B79431-2141-486D-BFF2-C0DD83F6D192},1725
-89.5294000004237,46.4910000003731,320-62985-3,43-MC-0010,270180-Montgomery Creek-03,,Test America Sacramento,320-62985-1,Water,2020/07/21 00:00:00+00,537 (modified),1,2020/07/28 00:00:00+00,1,ng/L,Ontonagon,Montgomery Creek,270180,0402010204,04020102,WCMP,Shore Rd,Prob Site ID: 038,,,-89.5294,46.491,1.4,J,0.48,1.7,0.45,K,0.45,1.7,1.9,,0.7,1.7,0.26,K,0.26,1.7,0.26,K,0.26,1.7,0.14,K,0.14,1.7,,,,,25,,0.29,1.7,0.72,J,0.17,1.7,2,,0.21,1.7,0.16,K,0.16,1.7,1.2,J I,0.22,1.7,0.24,K,0.24,1.7,,,,,0.29,K,0.29,1.7,,,,,0.81,J B,0.45,1.7,0.91,K,0.91,1.7,2.6,K,2.6,17,1.6,J,0.41,1.7,0.25,K,0.25,1.7,1.6,K,1.6,17,1.2,K,1.2,3.3,,,,,1.7,K,1.7,17,,,,,1.7,K,1.7,17,,,,,,,,,0.13,K,0.13,1.7,1.1,K,1.1,1.7,0.2,K,0.2,1.7,4.3,K,4.3,17,0.26,K,0.26,1.7,,,,,0.15,K,0.15,1.7,{837AACD4-1B69-411E-9526-FBDD8D553657},1726
-87.394229500373,46.5368039253863,WHB-0010 R,18-WHB-0010,WHB-0010 R,Replicate,Vista Analytical,2107128,H20,2021/07/09 00:00:00+00,EPA-537M,1,2021/08/07 00:00:00+00,2,ng/L,Dead-Kelsey,Whetstone Brook,WHB-0010,0402010501,04020105,Investigative,S Lakeshore Blvd,,2021215,,-87.3942295,46.53680393,1.04,K,1.04,4.18,1.04,K,1.04,4.18,1.04,K,1.04,4.18,1.04,K,1.04,4.18,1.04,K,1.04,4.18,2.31,J,1.04,4.18,,,,,1.04,K,1.04,4.18,3.27,J,1.04,4.18,1.04,K,1.04,4.18,1.04,K,1.04,4.18,1.04,K,1.04,4.18,1.04,K,1.04,4.18,1.04,K,1.04,4.18,1.04,K,1.04,4.18,,,,,2.39,"J, Q",1.04,4.18,1.04,K,1.04,4.18,1.04,K,1.04,4.18,1.04,K,1.04,4.18,1.04,K,1.04,4.18,1.04,K,1.04,4.18,1.04,K,1.04,4.18,,,,,1.04,K,1.04,4.18,,,,,1.04,K,1.04,4.18,,,,,,,,,1.04,K,1.04,4.18,1.04,K,1.04,4.18,1.04,K,1.04,4.18,1.04,K,1.04,4.18,1.04,K,1.04,4.18,,,,,1.04,K,1.04,4.18,{8F79E566-F5C5-4E31-A655-84DF87509C02},1727
-88.5646942997635,46.7836260377574,LCR-0100,18-LCR-0100,LCR-0100,,Vista Analytical,2109269,H20,2021/09/22 00:00:00+00,EPA-537M,1,2021/10/17 00:00:00+00,1,ng/L,Dead-Kelsey,Little Carp River,LCR-0100,0402010506,04020105,Investigative,M38,,2021220,,-88.5646943,46.78362604,6.16,,1.01,4.03,1.01,K,1.01,4.03,2.02,J,1.01,4.03,1.01,K,1.01,4.03,1.01,K,1.01,4.03,59.7,,1.01,4.03,,,,,3.63,J,1.01,4.03,3.45,J,1.01,4.03,1.08,"J, Q",1.01,4.03,5.08,,1.01,4.03,1.01,K,1.01,4.03,1.01,K,1.01,4.03,1.01,K,1.01,4.03,1.01,K,1.01,4.03,,,,,136,,1.01,4.03,1.01,K,1.01,4.03,1.01,K,1.01,4.03,1.01,J,1.01,4.03,5.18,,1.01,4.03,1.01,K,1.01,4.03,1.01,K,1.01,4.03,,,,,1.01,K,1.01,4.03,,,,,1.01,K,1.01,4.03,,,,,,,,,1.01,K,1.01,4.03,1.01,K,1.01,4.03,1.01,K,1.01,4.03,1.01,K,1.01,4.03,1.01,K,1.01,4.03,,,,,1.01,K,1.01,4.03,{A25C5680-EF19-499F-AEED-A6D2D07811CC},1728
-87.6040877125572,46.5303051836638,CRP-0200,18-CRP-0170,CRP-0200,,Vista Analytical,2107128,H20,2021/07/09 00:00:00+00,EPA-537M,1,2021/08/11 00:00:00+00,1,ng/L,Dead-Kelsey,Carp River,CRP-0170,0402010501,04020105,Investigative,N Rd,,2021215,,-87.60408771,46.53030518,1.43,J,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,,,,,2,J,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,,,,,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,,,,,1.08,K,1.08,4.34,,,,,1.08,K,1.08,4.34,,,,,,,,,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,,,,,1.08,K,1.08,4.34,{AA379407-A9EE-409A-89B5-5FB30B107AAE},1729
-87.5826000001604,45.4776000000009,320-56115-9,40-HC-0049,550214-HaysCreek-448,,TestAmerica Sacramento,320-56115-1,Water,2019/11/06 00:00:00+00,537 (modified),1,2019/11/16 00:00:00+00,1,ng/L,Menominee,Hays Creek,550214,0403010808,04030108,WCMP,d/s 25 Rd,Prob Site ID: 448,,,-87.5826,45.4776,3.2,,0.52,1.8,0.5,K,0.5,1.8,0.77,K,0.77,1.8,0.28,K,0.28,1.8,0.29,K,0.29,1.8,0.3,J B,0.15,1.8,,,,,3.4,,0.32,1.8,0.21,J,0.18,1.8,1.2,J,0.23,1.8,0.17,K,0.17,1.8,0.24,K,0.24,1.8,0.26,K,0.26,1.8,,,,,0.64,J B,0.32,1.8,,,,,0.49,K,0.49,1.8,0.99,K,0.99,1.8,2.8,K,2.8,18,2.3,,0.44,1.8,0.27,K,0.27,1.8,1.7,K,1.7,18,,,,,,,,,1.8,K,1.8,18,,,,,1.8,K,1.8,18,,,,,,,,,0.14,K,0.14,1.8,1.2,K*,1.2,1.8,,,,,4.7,K,4.7,18,,,,,,,,,,,,,{0563DCC6-0BA6-485B-9044-A69D2EDF0839},1730
-89.5294000004237,46.4910000003731,320-67160-3,43-MC-0010,270180-MontgomeryCreek-038,,Eurofins TestAmerica,320-67160-1,Water,2020/11/22 00:00:00+00,537 (modified),1,2020/11/29 00:00:00+00,1,ng/L,Ontonagon,Montgomery Creek,270180,0402010204,04020102,WCMP,Shore Rd,Prob Site ID: 038,,,-89.5294,46.491,0.5,K,0.5,1.7,0.48,K,0.48,1.7,0.74,K,0.74,1.7,0.27,K,0.27,1.7,0.28,K,0.28,1.7,0.5,K,0.5,1.7,,,,,2.1,K,2.1,4.3,0.17,K,0.17,1.7,0.34,J,0.22,1.7,0.17,K,0.17,1.7,0.23,K,0.23,1.7,0.63,K,0.63,1.7,,,,,0.85,K,0.85,1.7,,,,,0.47,K,0.47,1.7,0.96,K,0.96,1.7,1,K,1,4.3,0.43,K,0.43,1.7,0.26,K,0.26,1.7,1.1,K,1.1,4.3,1.3,K,1.3,3.5,,,,,2.2,K,2.2,4.3,,,,,0.4,K,0.4,1.7,,,,,,,,,0.32,K,0.32,1.7,1.1,K,1.1,1.7,0.21,K,0.21,1.7,0.21,K,0.21,1.7,0.28,K,0.28,1.7,,,,,0.35,K,0.35,1.7,{02A5DB69-7A8E-4EC6-AB37-65A2CEA9AC4C},1731
-88.1486361306349,47.2312500802073,TB-0010 D,28-TBR-0010,TB-0010 D,Duplicate,Vista Analytical,2107128,H20,2021/07/10 00:00:00+00,EPA-537M,1,2021/08/17 00:00:00+00,2,ng/L,Keweenaw Peninsula,Tobacco River,TBR-0010,0402010305,04020103,Investigative,Gay Lac La Belle Rd,,2021215,,-88.14863613,47.23125008,1.07,K,1.07,4.29,1.07,K,1.07,4.29,1.07,K,1.07,4.29,1.07,K,1.07,4.29,1.07,K,1.07,4.29,1.07,K,1.07,4.29,,,,,2.91,J,1.07,4.29,1.04,K,1.04,4.17,1.07,K,1.07,4.29,1.07,K,1.07,4.29,1.07,K,1.07,4.29,1.07,K,1.07,4.29,1.04,K,1.04,4.17,1.07,K,1.07,4.29,,,,,1.07,K,1.07,4.29,1.07,K,1.07,4.29,1.07,K,1.07,4.29,1.07,K,1.07,4.29,1.04,K,1.04,4.17,1.07,K,1.07,4.29,1.07,K,1.07,4.29,,,,,1.07,K,1.07,4.29,,,,,1.07,K,1.07,4.29,,,,,,,,,1.07,K,1.07,4.29,1.07,K,1.07,4.29,1.07,K,1.07,4.29,1.07,K,1.07,4.29,1.07,K,1.07,4.29,,,,,1.07,K,1.07,4.29,{C1F7E5AB-A225-4BB7-9448-34071A6B168C},1732
-87.6799413374066,46.8124232811663,ID-0010,18-ID-0010,ID-0010,,Vista Analytical,2107128,H20,2021/07/09 00:00:00+00,EPA-537M,1,2021/08/11 00:00:00+00,1,ng/L,Dead-Kelsey,Iron Dog River,ID-0010,0402010503,04020105,Investigative,Dam Rd,,2021215,,-87.67994134,46.81242328,1.1,K,1.1,4.42,1.1,K,1.1,4.42,1.1,K,1.1,4.42,1.1,K,1.1,4.42,1.1,K,1.1,4.42,1.1,K,1.1,4.42,,,,,1.12,J,1.1,4.42,1.1,K,1.1,4.42,1.1,K,1.1,4.42,1.1,K,1.1,4.42,1.1,K,1.1,4.42,1.1,K,1.1,4.42,1.1,K,1.1,4.42,1.1,K,1.1,4.42,,,,,1.1,K,1.1,4.42,1.1,K,1.1,4.42,1.1,K,1.1,4.42,1.1,K,1.1,4.42,1.1,K,1.1,4.42,1.1,K,1.1,4.42,1.1,K,1.1,4.42,,,,,1.1,K,1.1,4.42,,,,,1.1,K,1.1,4.42,,,,,,,,,1.1,K,1.1,4.42,1.1,K,1.1,4.42,1.1,K,1.1,4.42,1.1,K,1.1,4.42,1.1,K,1.1,4.42,,,,,1.1,K,1.1,4.42,{4160B027-C3A9-4495-BE27-03F973C67FB5},1733
-89.5007029999344,46.736332999788,320-65003-2,09-WDC-0050,660138-West Branch Duck Cr,,Eurofins TestAmerica,320-65003-1,Water,2020/09/21 00:00:00+00,537 (modified),1,2020/09/30 00:00:00+00,1,ng/L,Black-Presque Isle,West Branch Duck Creek,660138,0402010101,04020101,WCMP,L P Walsh Rd,Prob Site ID: 002,,,-89.500703,46.736333,0.48,K,0.48,1.7,0.46,K,0.46,1.7,0.71,K,0.71,1.7,0.26,K,0.26,1.7,0.27,K,0.27,1.7,0.48,K,0.48,1.7,,,,,2,K,2,4.2,0.17,K,0.17,1.7,0.21,K,0.21,1.7,0.16,K,0.16,1.7,0.23,K,0.23,1.7,0.61,K,0.61,1.7,,,,,0.82,K,0.82,1.7,,,,,0.45,K,0.45,1.7,0.92,K,0.92,1.7,1,K,1,4.2,0.49,J,0.41,1.7,0.25,K,0.25,1.7,1.1,K,1.1,4.2,1.3,K,1.3,3.3,,,,,2.1,K,2.1,4.2,,,,,0.38,K,0.38,1.7,,,,,,,,,0.31,K,0.31,1.7,1.1,K,1.1,1.7,0.2,K,0.2,1.7,0.2,K,0.2,1.7,0.27,K,0.27,1.7,,,,,0.33,K,0.33,1.7,{0CF91ABC-0288-4261-A32C-D554639D1DBA},1734
-89.4499300000162,46.8211699998189,320-52766-7,09-HWC-0041,660178-HalfwayRiver-226,,TestAmerica Sacramento,320-52766-1,Water,2019/07/15 00:00:00+00,537 (modified),1,2019/08/01 00:00:00+00,1,ng/L,Black-Presque Isle,Halfway Creek,660178,0402010101,04020101,WCMP,Halfway River Rd,Prob Site ID: 226,,,-89.44993,46.82117,1.1,J H,0.51,1.8,0.48,K H,0.48,1.8,0.84,J H,0.75,1.8,0.27,K H,0.27,1.8,0.28,K H,0.28,1.8,0.36,J H B,0.15,1.8,,,,,4.6,H,0.31,1.8,0.36,J H,0.18,1.8,0.47,J H,0.22,1.8,0.17,K H,0.17,1.8,0.29,J H,0.24,1.8,0.26,K H,0.26,1.8,,,,,0.31,K H,0.31,1.8,,,,,0.68,J H,0.48,1.8,0.97,K H,0.97,1.8,2.7,K H,2.7,18,1.1,J H,0.43,1.8,0.26,K H,0.26,1.8,1.7,K H,1.7,18,,,,,,,,,1.8,K H,1.8,18,,,,,1.8,K H,1.8,18,,,,,,,,,0.14,K H,0.14,1.8,1.1,K H,1.1,1.8,,,,,4.6,K H,4.6,18,,,,,,,,,,,,,{A6A5F820-3483-40EA-AB3B-DD9F4CCECBD4},1735
-86.5581099996531,45.904410000247,320-50145-2,21-LFD-0019,210319 Little Fishdam R. (,,TestAmerica Sacramento,320-50145,Water,2019/05/06 00:00:00+00,537 (modified),1,2019/05/26 00:00:00+00,1,ng/L,Fishdam-Sturgeon,Little Fishdam River,210319,0403011201,04030112,WCMP,0.25 Ln,Prob Site ID: 480,,,-86.55811,45.90441,0.56,K,0.56,1,0.53,K,0.53,1,0.82,K,0.82,1,0.3,K,0.3,1,0.31,K,0.31,1,0.39,J B,0.16,1,,,,,2.4,,0.34,1,0.19,K,0.19,1,0.24,K,0.24,1,0.18,K,0.18,1,0.34,J,0.26,1,0.28,K,0.28,1,,,,,0.34,K,0.34,1,,,,,0.75,J I,0.52,1,1.1,K,1.1,1,3,K,3,19,0.48,K,0.48,1,0.29,K,0.29,1,1.8,K,1.8,19,,,,,,,,,1.9,K,1.9,19,,,,,1.9,K,1.9,19,,,,,,,,,0.16,K,0.16,1,1.3,K,1.3,1,,,,,5,K,5,19,,,,,,,,,,,,,{3658158D-FA62-4D56-B12E-E953C1835FD8},1736
-88.5264301579487,47.0187172153823,PK-0010,28-PKR-0010,PK-0010,,Vista Analytical,2107128,H20,2021/07/09 00:00:00+00,EPA-537M,1,2021/08/17 00:00:00+00,1,ng/L,Keweenaw Peninsula,Pike River,PKR-0010,0402010303,04020103,Investigative,Old 41,,2021215,,-88.52643016,47.01871722,1.01,K,1.01,4.02,1.01,K,1.01,4.02,1.01,K,1.01,4.02,1.01,K,1.01,4.02,1.01,K,1.01,4.02,1.01,K,1.01,4.02,,,,,1.44,J,1.01,4.02,1.01,K,1.01,4.02,1.01,K,1.01,4.02,1.01,K,1.01,4.02,1.01,K,1.01,4.02,1.01,K,1.01,4.02,1.01,K,1.01,4.02,1.01,K,1.01,4.02,,,,,1.01,K,1.01,4.02,1.01,K,1.01,4.02,1.01,K,1.01,4.02,1.01,K,1.01,4.02,1.01,K,1.01,4.02,1.01,K,1.01,4.02,1.01,K,1.01,4.02,,,,,1.01,K,1.01,4.02,,,,,1.01,K,1.01,4.02,,,,,,,,,1.01,K,1.01,4.02,1.01,K,1.01,4.02,1.01,K,1.01,4.02,1.01,K,1.01,4.02,1.01,K,1.01,4.02,,,,,1.01,K,1.01,4.02,{A6684953-E771-46C4-B46D-FA060BE0C8B9},1737
-87.468099999374,45.8717999997446,320-66386-1,15-TMC-0199,550178-TenMileCreek-048,,Eurofins TestAmerica,320-66386-1,Water,2020/11/01 00:00:00+00,537 (modified),1,2020/11/08 00:00:00+00,1,ng/L,Cedar-Ford,Ten Mile Creek,550178,0403010902,04030109,WCMP,Garbor Rd,Prob Site ID: 048,,,-87.4681,45.8718,0.53,K,0.53,1.8,0.5,K,0.5,1.8,0.78,K,0.78,1.8,0.28,K,0.28,1.8,0.29,K,0.29,1.8,0.52,K,0.52,1.8,,,,,2.2,K,2.2,4.6,0.27,J,0.18,1.8,0.23,K,0.23,1.8,0.17,K,0.17,1.8,0.25,K,0.25,1.8,0.67,K,0.67,1.8,,,,,0.89,K,0.89,1.8,,,,,0.49,K,0.49,1.8,1,K,1,1.8,1.1,K,1.1,4.6,0.45,K,0.45,1.8,0.27,K,0.27,1.8,1.2,K,1.2,4.6,1.4,K,1.4,3.6,,,,,2.3,K,2.3,4.6,,,,,0.42,K,0.42,1.8,,,,,,,,,0.34,K,0.34,1.8,1.2,K,1.2,1.8,0.22,K,0.22,1.8,0.22,K,0.22,1.8,0.29,K,0.29,1.8,,,,,0.36,K,0.36,1.8,{DACF6C0C-CF5C-45ED-9C81-9381F333368C},1738
-89.5294000004237,46.4910000003731,320-61189-3,43-MC-0010,270180-Montgomery Creek-03,,Test America Sacramento,320-61189-1,Water,2020/05/26 00:00:00+00,537 (modified),1,2020/06/02 00:00:00+00,1,ng/L,Ontonagon,Montgomery Creek,270180,0402010204,04020102,WCMP,Shore Rd,Prob Site ID: 038,,,-89.5294,46.491,1,J,0.57,2,0.54,K,0.54,2,1.4,J,0.83,2,0.3,K,0.3,2,0.31,K,0.31,2,0.36,J B,0.17,2,,,,,12,,0.34,2,0.48,J,0.2,2,1.4,J,0.24,2,0.19,K,0.19,2,0.74,J I,0.26,2,0.28,K,0.28,2,,,,,0.37,J,0.34,2,,,,,0.53,J,0.53,2,1.1,K,1.1,2,3,K,3,20,1.4,J,0.48,2,0.29,K,0.29,2,1.9,K,1.9,20,1.5,K,1.5,3.9,,,,,2,K,2,20,,,,,2,K,2,20,,,,,,,,,0.16,K,0.16,2,1.3,K,1.3,2,0.23,K,0.23,2,5.1,K,5.1,20,0.31,K,0.31,2,,,,,0.18,K,0.18,2,{A47E945D-D092-4E52-AAF2-E56C328C58FF},1739
-87.8067199999475,45.92849000013,320-56115-11,40-WSTR-0025,220144-W.Br.SturgeonRiver-,,TestAmerica Sacramento,320-56115-1,Water,2019/11/04 00:00:00+00,537 (modified),1,2019/11/16 00:00:00+00,1,ng/L,Menominee,West Branch Sturgeon River,220144,0403010803,04030108,WCMP,footbridge off Browns Lake Rd,Prob Site ID: 500,,,-87.80672,45.92849,0.54,K,0.54,1.9,0.51,K,0.51,1.9,0.79,K,0.79,1.9,0.29,K,0.29,1.9,0.3,K,0.3,1.9,0.71,J B,0.16,1.9,,,,,1.7,J,0.33,1.9,0.25,J,0.19,1.9,0.24,J,0.23,1.9,0.18,K,0.18,1.9,0.25,K,0.25,1.9,0.27,K,0.27,1.9,,,,,0.56,J B,0.33,1.9,,,,,0.5,K,0.5,1.9,1,K,1,1.9,2.9,K,2.9,19,0.47,J,0.46,1.9,0.28,K,0.28,1.9,1.8,K,1.8,19,,,,,,,,,1.9,K,1.9,19,,,,,1.9,K,1.9,19,,,,,,,,,0.15,K,0.15,1.9,1.2,K*,1.2,1.9,,,,,4.8,K,4.8,19,,,,,,,,,,,,,{3D1FBABB-ADA3-4538-B072-99F4E192893F},1740
-88.5883339499186,46.8927269429116,UOL-0010,55-UOL-0010,UOL-0010,,Vista Analytical,2107128,H20,2021/07/09 00:00:00+00,EPA-537M,1,2021/08/17 00:00:00+00,1,ng/L,Sturgeon,Unnamed Trib to Otter Lake,55-UOL-001,0402010402,04020104,Investigative,Askel Rd,,2021215,,-88.58833395,46.89272694,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,,,,,3.62,J,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,,,,,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,,,,,1.08,K,1.08,4.34,,,,,1.08,K,1.08,4.34,,,,,,,,,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,1.08,K,1.08,4.34,,,,,1.08,K,1.08,4.34,{496D1E66-E0A2-4740-8A25-23D964FB90DC},1741
-88.4523723551609,46.7586489302599,LND-0010,18-LND-0010,LND-0010,,Vista Analytical,2107128,H20,2021/07/09 00:00:00+00,EPA-537M,1,2021/08/11 00:00:00+00,1,ng/L,Dead-Kelsey,Linden Creek,LND-0010,0402010506,04020105,Investigative,N Main St,,2021215,,-88.45237236,46.75864893,1.44,J,1.08,4.31,1.08,K,1.08,4.31,1.08,K,1.08,4.31,1.08,K,1.08,4.31,1.08,K,1.08,4.31,1.08,K,1.08,4.31,,,,,1.08,K,1.08,4.31,1.08,K,1.08,4.31,1.08,K,1.08,4.31,1.08,K,1.08,4.31,1.08,K,1.08,4.31,1.08,K,1.08,4.31,1.08,K,1.08,4.31,1.08,K,1.08,4.31,,,,,1.08,K,1.08,4.31,1.08,K,1.08,4.31,1.08,K,1.08,4.31,1.08,K,1.08,4.31,1.08,K,1.08,4.31,1.08,K,1.08,4.31,1.08,K,1.08,4.31,,,,,1.08,K,1.08,4.31,,,,,1.08,K,1.08,4.31,,,,,,,,,1.08,K,1.08,4.31,1.08,K,1.08,4.31,1.08,K,1.08,4.31,1.08,K,1.08,4.31,1.08,K,1.08,4.31,,,,,1.08,K,1.08,4.31,{3E9C974C-0FD5-421A-A3C3-BF799C39C7A3},1742
-87.5376129333841,46.5071149732045,CRP-0100 D,18-CRP-0100,CRP-0100 D,Duplicate,Vista Analytical,2107128,H20,2021/07/09 00:00:00+00,EPA-537M,1,2021/08/21 00:00:00+00,2,ng/L,Dead-Kelsey,Carp River,CRP-0100,0402010501,04020105,Investigative,M35,,2021215,,-87.53761293,46.50711497,1.05,K,1.05,4.21,1.05,K,1.05,4.21,1.05,K,1.05,4.21,1.05,K,1.05,4.21,1.05,K,1.05,4.21,1.05,K,1.05,4.21,,,,,1.85,J,1.05,4.21,1.05,K,1.05,4.21,1.05,K,1.05,4.21,1.05,K,1.05,4.21,1.05,K,1.05,4.21,1.05,K,1.05,4.21,1.05,K,1.05,4.21,1.05,K,1.05,4.21,,,,,1.05,K,1.05,4.21,1.05,K,1.05,4.21,1.05,K,1.05,4.21,1.05,K,1.05,4.21,1.05,K,1.05,4.21,1.05,K,1.05,4.21,1.05,K,1.05,4.21,,,,,1.05,K,1.05,4.21,,,,,1.05,K,1.05,4.21,,,,,,,,,1.05,K,1.05,4.21,1.05,K,1.05,4.21,1.05,K,1.05,4.21,1.05,K,1.05,4.21,1.05,K,1.05,4.21,,,,,1.05,K,1.05,4.21,{C973A7C3-5525-496F-A363-B8B0B89DE072},1743
